tweet,y
Sentiments changing as Canadian dollar crawls back above 77 cents. (Oil above $40) https://t.co/Jiqn5tWb18 https://t.co/XYhtemj7zo,2
@BaltimorePolice I do not believe  inflicted his own injuries causing his death. He was in custody and entitled to be safe,0
Dear God protect and shield us all,2
@LilTunechi to Celebrate 4/20 With ‘HollyWeezy’ Video Release - http://t.co/C4nQN4obgt,2
Some celebs are still backing  but the internet feels a way about that https://t.co/FqrcYwKZTs via @nbcnews,2
"""We respect the right for people to demonstrate, and we will protect the constitutional right to demonstrate""",1
Somebody's getting diddled!!,2
Abortion is a human issue. Equality demands that every life is protected.    http://t.co/HQLZUMHEg5,1
@StriegsK @TheBaxterBean as they've elected the most immoral unpatriotic president we've ever seen. Reagan would be proud,2
can't stand to see a mfcka I love hurt 😩,2
the point is not that  - the point is that  because they're actually in danger,1
"Very fair point. Lot of questions of propriety, sharing inside info, acting in public's best interests etc.  https://t.co/kSqRB3slGj",2
Preach diversity and compassion by saying,1
"A conversation about race relations, policing, equality and justice in the U.S. @abc6  https://t.co/2Ud8UCF3BK",1
Ignorance is assuming all white cops are racist pigs that are out to kill black people   https://t.co/UEZM3g66hd,1
"If the ability to pursue happiness is a fundamental right, it can't be preordained by birth.",1
RT @3ChicsPolitico: Did you hear about the black man killed by police this month?    @hrw @NAACP http://…,0
The  stands in solidarity with      http://t.co/KYFmGfWn41,2
@pj6969pj justified racism,1
Smh so sad. Destroying our own community,0
All that matters is kindness  https://t.co/Etn0RI2fK3,2
Islam and LGBT solidarity rally  (@ Hartford Gay and Lesbian Health Collective - @hglhc) https://t.co/HDbeyaGbqN,2
"Before  Police officer Edward R. Bender kills Thomas Broadus, February 21, 1942 https://t.co/kYJxXjdaSJ",2
"RT @BellaGoldSoul:  

""How many times did you cheat on me?""

""I wasn't counting.""

Me: https://t.co/yyujEr3qTK",0
Justice for  !    https://t.co/cOtkKHYkfo,1
"@sweetxjazzy 
the acceptance a violent war country culture 
leads to abuses of the other gut",0
“@EugeneCho: God's grace is for real. I know this because God uses broken people like me to share about His unwavering & unrelenting love.”,2
"Yes, violence destroys communities, but violence isn't coming from only the looting and riots.   http://t.co/ROl3Ay7oNW",0
"Commitment to peace, healing and loving neighbors. Give us strength and patience.",2
RT @fishfilledcats: I hate liars,0
@ReaganGomez @TheCosby Because  would get beaten or death threats like anyone who opposes,2
The Christian life begins when we love God back.,2
"RT @Expherience: Think for yourself. Take nothing for granted. Question everything. Reach conclusions from your own experience, intuition, …",2
Great tough story re how God uses adoption of hurting kids from bad situations to change our hearts.  @buckner_intl  https://t.co/Y9tYaK92VE,2
Solidarity weekend  https://t.co/aDyulWc7Jn,2
@pandora_radio Supporting RADICAL JUSTICE well I support  because  u lost a listener https://t.co/oudWmFQ3pN,1
RT @sycobuny: Jesus Christ this photo   http://t.co/SuNFFJdLzi,2
"@thesavoyshow you are a massive fukcwit actively promoting and condoning mass murder and violent extremist ideology🔫

 🇺🇸👍",2
@dabmasterbrad  in Solidarity with  -  Day2,2
"Respect all races and obey the law. Easy, peasy. Anyways, here's some cute pups for you to ""aww"" at! https://t.co/Oe3FUGIkJh",1
"""The world needs love, abolished racism, promote human rights and Freedom of Speech"". 💚💛❤👑",1
RT @AustinMcCoy3: Uprising in Baltimore: Don't let people fool you: idea that violence and protest is a dichotomy is false.,0
RT @HRBullets: Cameron must work hard to engineer pay equality http://t.co/IDc4gzYvEl,1
"No no no, F*** you.  Stop dishonoring Dr. King by attempting to reinstitute segregation and division! https://t.co/vYG10fvTL0",2
RT @Lrihendry: Hillary proudly poses with KKK leader who she holds great admiration for!,0
Almost 20 minutes to curfew and some  protesters are still on the street.  https://t.co/xer6SF3aM8,0
"RT @PakistanAtheist: Atheists face extensive discrimination and the death penalty in Muslim countries, UN rights council told http://t ...",0
Seek Justice for Jessica. http://t.co/BKP3kVkdFD,1
"@TwerkitlowMinaj Uh, yes. I'd venture to say hundreds brutally murdered are cared about more than your fake hurt feelings.",2
Slaves of Allah walk on earth in humility.When the foolish address them they reply with gentleness and peace  25:63,2
"To my unapologetic brown familia,
I love your revolutionary spirit. Your solidarity inspires me",1
👮🏻👮🏿  https://t.co/tp9vcDG7pW,0
For the love of God,2
"61:7
No greater wrong than he who inventeth a lie against Allah when he is summoned unto Al-Islam? Allah guideth not wrongdoing pple",0
"God created our skin tones with beautiful variety, but all of our souls are the same color",1
https://t.co/0AyPdSFkjo,2
"Anger and intolerance are the enemies of correct understanding.
Mahatma Gandhi",0
https://t.co/JUgz3v7vbN,1
Is the $$$ really worth your willful ignorance and evil ways @PPact? Shame on your deception and outright evil intentions...,0
RT @mindbodythought: Showing the love of compassion and understanding is our currency of being human.,2
"The claim of 204 ""mass shootings"" is dishonest at best: http://t.co/zu5A7SE98A

@ajplus",0
"Surah 22 Al-Hajj, Verse 38:
Surely Allah will defend those who believe; surely Allah does not love any one who is unfaithful, ungrateful",2
Big up and nuff respect to  example of serving and protecting citizens of this country   https://t.co/Q41RdzWGkS,2
Evil demons. Your fur is 'harvest' by ripping innocent beings apart! I hope you suffer a faith worse!  http://t.co/4hirh9CdtE,0
@apadillafilm6 quit hiding behind your racist rhetoric -,0
Discrimination against Blacks is just as disgusting as the current promotion of discrimination against Whites!,0
Justice for,1
"RT @72HoursPraise: 🎷 Our Eternal God who hath unconditional love and faithfulness
remains steadfast to us 🎷
 https://t.co/6j…",2
@minnis500 love u💛💛,2
and Always pray and show sympathy and respect to every taken away innocent soul 2/2,1
"Obey the law, respect others. Don't look for a stupid reason to raise hell!  http://t.co/oFGcw6y2PI",2
"What a terrible mistake made, sad for all those innocents died but we need to keep fighting ISIS",0
RT @factcheckdotorg: Trump falsely claimed that allegations of sexual harassment against him “have been largely debunked.” https://t.co/nei…,0
RT @GeeSpiff: My Mets are a problem this year!!! I told you niggas! 10 in a row.,2
RT @Blackstarjus: I have a deep deep respect for the civil disobedience tonight ✊🏽✊🏽,1
Philanthropy is in need of empowerment when it infringes the clear commands of Allaah SWT regarding seeking the integrity of  :),2
"""A racist, abusive coward who would permanently damage the fabric of our society.” https://t.co/fyoZcLsGgJ",0
My heart hurts so much.,2
RT @daneyvilla: People hanging out of cars everywhere. Everyone in  elated in the wake of the  decision http://t.co…,1
https://t.co/Ox2CTTrj9L,2
unity bridge. 20K show unity and support for the 9 victims. http://t.co/HOX7cQYRn4,2
unity bridge. 20K show unity and support for the 9 victims. http://t.co/pmM2ZXqFnM,2
Retaliatory acts of injustice do not balance the karmic scales; they merely exacerbate rates of new violence.,0
Hate being lied to 🤦🏽‍♀️,0
Anger is the enemy of nonviolence and pride is a monster that swallows it up.,2
"@Percy_boy @veldtspar all of those, plus Equality of opportunity. Respect for others. Tolerance. Good manners. Courage. Stoicism.",1
My  just live your lives &lt;3      https://t.co/xAuU4mDtqn,2
@PeteHegseth Thank u. A real hero honoring heroes while calling out the vile deeds of haters.,2
Vietnam war vet takes it upon himself to tell the rioters to leave-- @andersoncooper praises him as a hero tonight.,1
@thehill @HillaryClinton   LIAR DECEPTIVE AND MURDER HILLARY @POTUS http://t.co/YxKOPbGc9s,0
"What does the prosecution needs to do to convict the ""Baltimore 6"" in the death of  http://t.co/7SOao64TKW",2
"Celebrating 25th anniv. of Ukrainian freedom w/sons, brothers riflemen, American soldiers andother friends @UNISdirect https://t.co/woe6bZLV5J",1
@derekmhopper we hold brown people to a different standard and accept their overt racism as somehow justified.,0
"31:17
Establish worship and enjoin kindness and forbid iniquity, and persevere whatever may befall thee.",1
"RT @AndyShanny: God is not out to harm you but help you. He wants to heal your hurt.
 @NORTHchurch",2
International socialism ends all wars and annihilates violent competition.,2
@Tmyers28 @BleacherReport This man needs to be locked up before more poor innocent balls gets harmed,0
"RT @PenielJoseph:  illustrates generations of pent-up frustration, anger, indignation. Criminalizing blackness distorts A…",0
"Bringing into reason, Man's worst Fears and Natural Bigotry http://t.co/SRJBSlwc6O",0
and all the other families deserve justice,1
because  and understand that  is the epitome of oppression and racism https://t.co/korQExQPSA,1
"""Give peace to the war on the streets""

Quit the 

 you selfish and racist pricks",1
"http://t.co/tpLmxlc68Y Civil Disobedience Now, Solidarity with Migrants!",2
"to  - We are ALL His Children. Just as any parent, we are all loved equally for we are all... http://t.co/feMVPHaNBl",1
"@rivera7824 Truee but since Ik que estoy chiquita, I'll just look at my legs and be like yeah noo not gonna happen lmfao",2
is what liberalism hides racism https://t.co/r6kA758pPx people need justice n not to be fed a false pretence of equality,0
@ParalegalGeorge @newsmax real lives have been lost and they weren't all black,2
"RT @ajplus: Here are the charges filed against six officers in  death, ruled homicide. Warrants issued  http://t.co…",0
Enough is enough. Children are sacred and to be protected.,2
Birmingham Solidarity Protest PhotoCred: @highlyfe22    https://t.co/0wqno6vkoP,2
"Follow, love and RESPECT 
and His most beloved 

 
  🙏🙏 https://t.co/tkGhcQOGZi",2
Motherfuckers ain't know what respect is!!!,2
"@cnnbrk Scared w/itchy trigger finger!  What happened to.. ""Protect and Serve?""  Thoughts, Prayers with those affected",2
So happy that patriots won,2
@Jew_Pakistani Would have loved to had i been in Khi!,2
Republican Terrorists try to incite violence AGAIN!!  http://t.co/IoSAg2VljD https://t.co/MuXBRW68DK,0
@FRANI20 @PennyDreadful81  answer2police brutality is 2do nothing.Apathetic,0
"Well then, screw  
  https://t.co/9DgQ6qqHVa",2
RT @RaymondArroyo: Pray that God would comfort Trayvon Martin's family and bring healing and safety to George Zimmerman's.,2
So impressed with the bravery of these comedians truly yall are my heroes @stn49tv  http://t.co/GwLbK0Nkmg,2
@AdamIration  Salute! NewReggaeFusion [Mark Balet - Running [Official Video] http://t.co/S2iHf25kWs BornToLove VP Records NY,2
Yet again proof Trump was a fraud all along. https://t.co/PualSLLI1t,0
@MarkRuffalo  I stand for peace and  justice for all people.,1
GOOODBYEE“@ZacEfron: I'm rooting for equality,1
s/o to the lawyers who served justice for  👍🏽,2
"STOP using  !
It adds Insult to the Injury of 

Sadistic White Complex Schadenfreude http://t.co/QekMLhuPSg",0
"of all the friends, comrades and fellow warriors for compassion I've met because of @Twitter",2
When we keep letting unrest go we get chaos sometimes it's useful but destruction and stupidity are not,2
RT @DeepakChopra: We have to stand up for equality for women and  Please retweet: http://t.co/nzjwjVlS @worldbank,1
"The state has no higher vocation than public order, failure of which hurts the vulnerable most and inflames vice.",0
Who hurt u https://t.co/yQ6lU8nI48,2
"@MandlaMagidela @MTNza this scambergs are not fair , if black person dies it z nothing bt when whites die it hurts",0
End the ugliness of Racism: https://t.co/75A7Ma5qwb,2
Reading about  and my heart is shattered. When did we as humans get to this point?,2
The wealthy utilize the military to force others to comply with their ruling doctrine no matter how many massacres it takes.,2
@PPact You kill human beings and hurt women.,0
"This
◇◇◇
Main reason such economic disparity exists at all is lack of civil rights https://t.co/NdnW5iIySP",1
We want leaders who will reject state sanctioned xenophobic violence @RediTlhabi @Abramjee @Gasnolar @WitsSRC http://t.co/ZMKzk4jeZi,2
"Al-Anaam, Verse 70
Remind (mankind) lest a soul be destroyed by what it earneth. It hath beside Allah no protecting ally nor intercessor.",2
"I'm so ashamed and embarrassed to be white right now. White people murder innocent POC and then have the audacity to tweet """,2
"RT @ImranHSarker: BREAKING: GOOD NEWS! All 6 Baltimore police officers are now in custody, mayor's office confirms.  http…",2
@cnn @TheFive @msnbc    https://t.co/ECt1TL7TUQ,2
"A despicable display by @TenorsMusic. As if preaching  wasn't disrespectful enough, doing so while desecrating our anthem?",2
@Colmogorman @thejournal_ie @PTHosford how depressing that a vulnerable young man like this could be targeted for such a horrific attack,2
"There isnt enough love, compassion and understanding in this world. Ppl quickly judge, hate, kill and destroy for selfish gain!",1
@LAJoey86 @SanJoseSharks @warriors @SFGiants if the giants lose that's not a choke,2
RT @AbbanSuhaila: World is waiting for justice and justice is waiting for Imam Mahdi.,1
Police brutality is not a systemic issue; it is a heart problem.,2
do something and restore the faith in humanity,2
"Eli Rosenbaum, US Justice Dept: ""Teaching young people about seeking and maintaining justice is critical""  https://t.co/h8JfVwlZby",1
Police Misconduct and Brutality DONT Discriminate,2
violence and False Racism doesn't @Youtuberter @retweet_Twitch @YTretweets  live at https://t.co/aozbsJwb3l,2
In solidarity with my    people.,2
"Police everywhere, justice nowhere. http://t.co/cDvyqvDCAO    http://t.co/xFmAwH7s3y",2
Real PEACE starts within.... Whatever your religious or sacred background is....,2
Really  what is nxt  or,0
"RT @shermannatalie: At  press conference, mayor, Batts express condolences, not much more info",2
"American veterans deserve our unconditional support, however, 
Mc Cain was a traitor then and he's a traitor now https://t.co/PTu9HhsVuU",2
I just got slandered for  by three different races because their issues were 'not the same'. Maybe work together or sth?,0
"""Returning violence for violence multiplies violence, adding deeper darkness to a night already devoid of stars."" ~MLK",2
It's more than criminal action it's treason https://t.co/O9jM99GLOR,2
@wef . just because it harm more than it heal,2
@ERYCACANE Just like you saw the 2 cops??  OBEY the law! Done!,2
RT @sakattackz: Love b unfair you can't never win,0
All human life is sacred from conception to natural death.,2
@HeatherAntos love it!,2
PRAYERS UP!  Dead at 25 at the hands OF POLICE. Funeral today. My heart is with his family and friends.,0
"stands in solidarity with  



 http://t.co/eTsrgfVeum",2
RT @fatalexis_: I pledge allegiance to stop all that coon shi https://t.co/Y89zf7S8Hx,2
Freedom is like a Religion To Us....,1
One day I'll find someone who is loyal and will love me unconditionally.,2
"@RobinHoodTax @Sedona_333 thank you holy father.  candidates have lost their souls to inhumane, dirty profits and values",2
The value of human life in Islam |    https://t.co/H2WJ1OMQgB,2
Respect the police... Respect everyone.  https://t.co/qrE7ArmkoN,2
@nzayed07 @oc_f1fan @SHINER3LIMA @rayyoosheh Heartbreaking to see such wanton disregard for human like.,2
"Surah Al-Insan, Verse 7:
(Because) they perform the vow and fear a day whereof the evil is wide-spreading,",2
lets continue to pretend that all lives matter when the inequality and injustice clearly says otherwise 👎🏾,0
"The LORD is watching everywhere, keeping his eye on both the evil and the good.  Proverbs 15:3 NLT",1
RT @ElNafatyMAbdull: Some of the causes of Nigerians problems are injustice and disrespect for humanity.,1
"Let not those grieve you who fall into unbelief hastily; surely they can do no harm to  at all;

 3:176",2
Sanctity of Life Sunday -  http://t.co/IYfIcfeUPb,2
http://t.co/JvItHkpaur BETRAYAL     @anon99percenter @fightfortheftr DISGRACE,2
"RT @ZodiacFacts: As a  you have the potential of blending love, sexuality and spirituality in graceful and mysterious ways.",2
As a white boy saying  is a massive disrespect to,0
"@RicardoFarao thanks a lot for the follow!
You can see my works here: https://t.co/I5vgNkWPcB
Love your feedback. Thank you!",2
hmm I can,2
should protect law abiding working US citizens,1
@itssunny such terrible waste of life- when will atrocious cycle of gunrelated violence end?!,2
RT @Ra_wife: R.I.P  May God bring strength to your family and friends.. I Pray some Justice is done  what happen?,1
Weed out the evil and promote  That is when racism and police brutality and evil will end. Better yet... obey YHWH God always,0
RT @postcrunk: give me one contrived media narrative i can feign outrage at as a brief escape from an existence defined by consumption and…,2
"RT @ahofschneider:  is under pressure to disclose its role in ""land grabs"" that hurt  peoples http://t.co/nsOVffvBQ8 @nprn…",2
face conflict with compassion not contempt nor confinement,2
"""We're committed to working with US to mutually enforce trade restrictions on those disobeying trade laws and environmental regulations"" -DM",0
@ericbolling Factious reporting @CNN promoting racist ideology of groups like  who are defacing memorials.,2
In solidarity -sdc-,2
@oliverdarcy @ShaunKing so he's a fraud like the whole movement,0
"State Attorney Mosby: ""Your peace is sincerely needed as I work to deliver justice on behalf of this young man""",2
"RT @janlovesword: All who ignore their conscience wreck their faith, but those who train it through Scripture and obedience learn to know G…",2
It's a shame to see innocent  people disrespected and discrimination against after  They deserve respect.,0
"...that respect is earned, not Burned.
 

@tedcruz",1
RT @teigland_cindy: Donald Trump’s coming police state: We have a president who wants unlimited power and won’t respect the rule of law htt…,2
"I know SRB likes to deny systemic oppression but must she use ""thug"" or racist dog-whistles in her press release?",0
"==&gt;&gt;For Blacks, Christianity disempowers; induces a sense of moral inferiority;… https://t.co/xUAA5GLoN7",0
Standing against prejudice and injustice in Leeds and around the world @AngelofYouths @StVincentsLeeds  http://t.co/LDC0ULwTF0,1
@lurkinguntil Yes....my heart hurts as well...watching so many angry people acting out .... so sad,1
You procure equality by advocating for the rights of the underprivileged and raising them up.  NOT,1
RT @DanteB4u:  - Should read: Failure to arrest violent police who murdered  has led to intense protest against injustice i…,1
"True. Sympathy
 https://t.co/RYA0A56BzA",2
This violence and hatred must stop.    God bless!,0
Trusting the wrong Mfas get u hurt,2
"@ltsFeminism Depends on what version of ""feminist"" that you mean second wave feminists are terrible. Gender equality people are the best",1
Good cops should not suffer from the actions of bad cops. Don't blame the protestors.,2
Just locked my key in my rental car but it's okay because there are hella cool breezes happening out here,2
"Abuse freedom, lose freedom.     https://t.co/BLwZvNjEEq https://t.co/SZwe3Ni4n3",1
Cops are killing black men and raping black women. This has got to stop! @MHPshow    https://t.co/3RyMr0Fhf2,0
Hillary's BFF!   Babies!      https://t.co/BTiE46cUfS,2
The Bearded Patriot BeardCast at http://t.co/K1USRcJvV3,2
.@dhwrtr on  and justice http://t.co/gwIn57PpBU,2
RT @Claire_Phipps:   @jonswaine http://t.co/AidwRb7P6R,2
What really offends me is the fraternal order of police and others who defend rogue cops no matter what!,0
"@starry_one_two @wendyvoss @nodems16 @seanhannity God Bless  and our  Bless our   officers,",2
"All lives matter!
 
Walk in love, joy, peace, patience, kindness,goodness, gentleness and self-control.",2
Justice for Sandra !!    https://t.co/2POQCq4aUJ,1
its  not  its not about white ppl rn u idiots,1
But Trump hasn't had time to hurt the middle class yet. How does a party known to hurt the middle class convince... https://t.co/cNeCqYE0Qa,2
"United for peace and Love of the game.   
.
special thanks to… https://t.co/aBKNcm8RRC",1
"Peaceful Protests Fight For Justice, Violent Riots Are Evil Acts That Harm Us All  You make me so sad !!",1
this behaviour is unnatural for me. i need to stop smiling like a stupid...it reallyreally hurts now!!,2
@FulhamFC fucking disgraceful,2
Faith in humanity destroyed.,2
RT @N_S_Dolkart: Christianity’s founding myth is based on the evil and hypocrisy of the Pharasees. You know who the Pharasees were?,0
I feel like my heart has been broken but no one has done anything to hurt me recently,2
Help others achieve their dreams and you will achieve yours. -Les Brown,2
@SheilaGunnReid I hope those protesters of perceived injustice also protest blatant assassination of  officers,0
Innocent Sikhs are killed for protecting their Guru Granth Sahib. Stop the injustice happening in Punjab.,0
How about you stop being a bunch of fuck ups and obey laws.,2
"“For the sake of our planet, humanity has the moral responsibility to  2017”
https://t.co/fmI2EuKnJp

https://t.co/aoKZ2EztP6",1
Blame everything but systematic police misconduct for Baltimore's sad state....   https://t.co/R2B0PS7Vby,0
Once people realize that  the world might start changing...,1
"Three souls full of wisdom and promise taken too soon. Praying for empathy, compassion and peace today.",1
@PrettyCleverT needs more freedom,1
@CNN No jail. Execution for treason. His treason cost lives.,2
INCREDIBLE DISPLAY OF SOLIDARITY IN     https://t.co/HelYNFo0de,1
"""@jimkapeauthor: Truth, according to the Christian faith is God's love for us in Jesus Christ.  Therefore, truth is a relationship""",1
RT @apipe13: Kinda fucked up that the people with the most to offer are the single ones.,2
@JosiahMcElroy All mst obey laws of cvl socty. Brown was NOT inncnt and died attmptg 2 mrdr anthr hmn being!  @blackrepublican,2
if media outlets replayed the injustice as much as they replay the riots would people have the same disgusted response? 🍃,0
"stfu 
 
 stfu 
 
 stfu
 
YOU DON'T GET TO PLAY THE VICTIM!",2
Justice for all ...   http://t.co/S8Sm5I2N8I,1
"Disgraceful  have no respect or compassion for anyone!  always! 
https://t.co/YqTR1BM7LH",0
"RT @LVBurke: 11:46p Anthony Batts says ""take control of your kids"" when he can't take control of adult cops in his charge  @A…",0
"RT @skabdallahdrz: We need justice @ZariaMassacre   
@MBuhari",1
"Boehner on homicide charge: Public servants should not violate the law. If charges are true, it's outrageous and unacceptable",1
@tanyalc28 kitty!!!!,2
"For He made Him who knew no sin to  be sin for us, that we might become the righteousness of God in Him.
1corin5v21💕",2
Republicans support the police. Democrats support police killers. Simple choice.   https://t.co/f46nTLqNAZ,0
@AC360 Good answer Sunny 2 outrageous speculation  refused 2 walk-man is dead w/extremely severe blunt force trauma injuries,0
A loyal girlfriend is a blessing 🙌💏🔒,2
"Press Ignores Gold Star Mom Demanding, Getting General's Apology http://t.co/J51nRNX1ev",2
"@Just_a_Texan  -  , protector of the unborn ""I pledge allegiance to the flag""",2
@ChrisChristie stop lying. If  spurs violence against cops  condones anti-black violence @FaceTheNation,2
If you're the type of person to respond to  with  please delete you twitter,0
"💯 ""I'm focused man..."" *Jay-Z voice*  👑 💋
Had to  s/o @thatbitchlisa  https://t.co/FQwd2BzDTI",2
https://t.co/0ydxlAU3X3,2
"RT @MichaelaAngelaD: this is what generations of pain, oppression and anger creates ...",0
"Concern trolling  or systemic injustice  !??
DON'T MAKE ME CHOOSE!",0
Real Injustice http://t.co/qZbiOSyhjN via @Eric_Carr80,1
"Law professionals, please help  http://t.co/nDnpL01jzR to defend oppressed victims of law enforcement enforcing law",0
The Department of Defense is presently accused of tolerating a culture where sexual abusers are unpunished and promoted.,0
A righteous man knows the rights of the poor; a wicked man does not understand such knowledge. - Proverbs 29:7,1
".
Einstein modern prejudice is result of desire to maintain unworthy condition.

 


http://t.co/kX1iJFD955",0
Setting limits with your toddler with a balance of kindness and firmness http://t.co/nKjJrWeB6c,2
Be a beacon of light in dark times     http://t.co/P44bYJtiVJ,2
Injustice anywhere is injustice everywhere,0
"RT @FLOTUS: That's my man! Your truth, dignity and grace reminds us what real leadership looks like. I am always proud of our @POTUS. -mo",2
My guess: irresponsible demagogues will face no consequences for their disingenuous rhetoric of incitement,2
"@shadowproofcom @YourAnonNews If criminals stop doing bad things and threatening cops, there'd be -0- people killed by cops.",2
Grief anger outrage fear confusion disgust disbelief. Prayers and love.,2
Good leaders have a generosity gene. ~Jack Welch,2
it hurts EVERY day....   https://t.co/QFAAZLNf27,2
RT @SMoKeeGyRL: It sure seems that our 1st Amendment rights are being taken from us.  This proof came from Baltimore!  http://t…,1
"The appropriate response to  is not  but to say, ""Yes, they do. Let's pursue justice and equality together.""",1
@dianaastockwell only people who've wronged me 😇,2
📍This Injustice MUST STOP!!       http://t.co/W2p67QLvSC,0
"Justice for the innocent, justice for all people. A familiar sight isn't it?   http://t.co/kyZAYGWD01",1
"""Best practice"" the new liberal code word for not upholding the law.",0
We want equal justice for all people.,1
@IAmKRSOne and  should meet up cause both are fucking nuts! Supporting    = GET SOME HELP!,2
"@NikkiClifton   Pray and remember, uphold their legacy.",2
“One had better die fighting against injustice than to die like a dog or a rat in a trap”- Ida B. Wells-Barnett,2
JUSTICE FOR D'ANGELO!!!!      https://t.co/sAdQXAIjNc,1
No Respect  https://t.co/HmQGVSEmIR,2
"RT @martinkettle: In Nov   trashed judges, who take oath of office. Why should anyone respect his allegiance oath plan? https://…",2
RT @tnyCloseRead: What happened in the 45 minutes  was in a police van? And why did he die? http://t.co/FnfPe3GXPx,0
I stand firm in believing that love and maintaining peace are the basic principles for the survival of any society.,1
"RT @cbsbaltimore: ""Justice doesn't have a race, creed or color.""   lawyer.  ""The sad reality of American life is in many places…",1
"RT @lukewbarratt: 'Nothing to hide, nothing to fear'. Nothing except the erosion of our civil liberties and the gross disregard of our priv…",0
"RT @M3Mktg: Heartbroken for my city! 
  http://t.co/iTAwLQc1GJ",2
---&gt;&gt; Hillary is a force for racial justice http://t.co/DxVTguq4CR &lt;---,1
Love seeing all of the public solidarity and action for,2
Violence needs to stop but systemic racism is the root cause 😒 police cannot keep killing unarmed civilians,1
RT @Tglover15: No disrespect but you ain't shit,2
How you know our school is primarily white and conservative: our AIDS mural has  on it... Twice. And no,2
A Cop Killed A White Teen And The  Crowd Said Nothing http://t.co/XqIIwJxMKM,2
I do not respect disrespectful acts of protest. Learn from   illegal immigrants combine and matter more,2
"respect all cops,respect all people",1
is nothing but a hate group who hates peaceful equality in favor of unjust reality.,1
Justice for   https://t.co/fDit9aVHUJ,1
solidarity and peace!,2
"""We want justice but we want justice in the right way,"" says @TheRevAl",1
Haven't they suffered enough? http://twitpic.com/4fs78z,2
https://t.co/v7yMvEUCKP,1
"Post racial US cannot exist until ALL citizens have equal rights to life, liberty and pursuit of happiness!",1
End the hate used to sell wars hate that condemns marginalized and poor people to death.,2
"""It is time to come forward and support law enforcement and condemn this atrocious act."" Agree 100%.  http://t.co/66eS86MIWR",2
....and there it is. Nothing is sacred to this creep.   https://t.co/fXUdWSyZ5N,2
Who knew people felt such empathy for police vehicles?,0
RT @Mosensei: People cheat even when they receive good sex lol,0
"RT @NYjusticeleague: We pushed ourselves. Now help us push Congress. Tomorrow 5pm, Capitol West Lawn.   http://t.…",2
"RT @AkilahObviously: New rule: If  upset you more than police misconduct and murder, then you have to stop pretending to lov…",2
"Our PRAYERS - CONCERNS ARE WITH  
May God Divinely Intervene on your behalf!
God help all persons, pet and property!",2
Mark Alexander: If Black Lives REALLY Mattered... — The Patriot Post http://t.co/4wLzq7Bqhh,2
@kerrywashington no disrespect to anyone b/c  and,2
True justice for all. https://t.co/qxiEYyFQzq,1
"Evil begets evil. Evil cannot grow love, peace, respect or greater understanding.",1
"Do you have answers? respect /Show compassion for Asians, Blacks Browns, Whites... Love is love",1
Letter to patriots https://t.co/g3BPij8p3E,2
Respect  http://t.co/Ds6LI8vDpK,1
RT @janlovesword: We won't find it hard to obey our wonderful Lord if we spend enough time in His word and presence.,2
"@Harry_Styles

Thank you for keeping me
happy daily and on my feet
I love you to hell+back
forever+beyond
Til the very end
Follow me?¨◞
15.550",2
"RT @JoyAnnReid: You're a felon, hypocrite adulterer and historical illiterate who no one respects. John Lewis on the other hand, is a great…",0
The Necessity Of Empathy To Break The Cycle Of Fear-Driven Violence https://t.co/KG7iscRMeG,2
Pray for ALL of law enforcement in the U.S. tonight... People are acting reckless,1
https://t.co/zOEyveheMU,2
@ChrisJZullo @Bipartisanism you have to obey the asterisk (  except *),2
This is worst than have a tv and no ratings I will work on this in the right time   https://t.co/qgrayu49KM,2
"RT @Sifill_LDF: My morning thought:  made ""eye-contact"" w/a police ofcr. Are we again required to drop our eyes on the street? …",2
RT @HERCofRI: Try not to cry during this Oscar-nominated film about a Holocaust survivor and his violin https://t.co/y1wCab2AfA,2
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbacV2   https://t.co/uR0w4hwKeJ,0
RT @lisawade: Nothing proves tht we need anonymous reporting of rape more thn men who ar outraged that women cn anonymously report. http://…,1
The Inhumanity of the Death Penalty http://t.co/lv3PtQtAlG,0
This police system was set up to protect white America. It must be completely replaced like our govt. for the sake of humanity,1
"When I admire the wonders of a sunset or the beauty of the moon, my soul expands in the worship of the Creator.",2
Rioting won't solve the problem. Neither will ignoring blatantly racist police behavior. Arrest bad kids — and bad cops,0
Brave words from Caitlyn Jenner    https://t.co/9A5kDR2Ci1,2
"We fear to fight for liberty / justice / happiness
 (Sorrow, Tears and Blood) https://t.co/JD3QdlltpH",1
"But u, Lord, r a compassionate and gracious God, slow to anger and abounding in love and faithfulness (Psalm 86:15)",1
"YOU @USATODAY help this anarchy w/ apartheid propaganda that only BlackLikesMatter
Promote  or lose credibility",2
https://t.co/ZK85ENoub7,2
"RT @DanteB4u: ""Human rights are not a privilege granted by the few, they are a liberty entitled to all."" ~Kay Granger~ ||",1
Justice for  !     https://t.co/upyoEwdwWS,1
Krauthammer on consequences of 'undermining law and order' | Fox News Video   http://t.co/CGH3TQkteL,2
@e_sibe Take 10 years off!,2
@bee_hazee  it's crying cus everyone knows it's real age now 😂,2
Whatever happened to LIBERTY and JUSTICE FOR ALL?!,1
"Here we go! This is how inderstanding, compassion and healing begins!  because  https://t.co/cHHAobprOF",1
Black Lives Matter= Communist Coward Gay Anarchist Deceivers.  (VIDEO) http://t.co/ZDJvTXcDLE http://t.co/pNRqVVLki5,2
