tweet,y
"No genuine  supporter would kick, punch, or yell racial slurs at a protester demonstrating his freedom to peaceful assembly.",2
"to the racist criminal mind.

 to humans!",0
@Abi_Lewis124 not too bad wbu,2
"Yes, violence destroys communities, but violence isn't coming from only the looting and riots.   http://t.co/ROl3Ay7oNW",0
@lsarsour they aren't if you obey the law. Act like a thug get treated like a thug.  No special privileges,0
@AltCatOpinions brutality to black people. The  movement deemphasizes the importance of the  moment implying,2
"RT @72HoursPraise: 🎼 Father we declare that we love you, we declare our everlasting love for you 🎼",2
Justice for,2
Human dignity is not a privilege.,2
I really can't even imagine what it would feel like to live under a citywide curfew.,2
Dehumanization is a consistent component of genocide.,2
"RT @LifeFactsTwts: Over thinking corrupts the mind, destroys happiness and creates problems that never even existed in the first place.",2
"United for peace and Love of the game.   
.
special thanks to… https://t.co/aBKNcm8RRC",2
@ShannonCorbin8 REST EASY and OBEY THE LAW...That's a start.,2
I know I'm not meant to cry when my tears burn my eyes,2
@LionelMedia @PrisonPlanet @PrisonPlanetTV  https://t.co/cNQ2PQgJUC,2
https://t.co/dk1saq84DN,2
TONIGHT    call in 347-721-3161  @MSSharpton2u @Dj_ScripZ @SadatX http://t.co/4VAlToI9ek,0
peaceful powerful protest 🙌 that is until racism  brutality of higher status and injustice acts take place,0
I hate him https://t.co/d2ALJL3QSi,2
@CraigyFerg it's supposed to renew your faith in humanity     @Mercury1Charity NAIN,2
We all live equally. No blantant discrimination and hatred,2
Still uneasy knowing one of my dearest friends and his family are in Baltimore. I pray for peace and no more lives ruined.,2
"THEY FIGHT GODS WAY,  LIKE UNBELIEVERS WHO ABUSE GODS VISION FOR US WITHOUT KNOWING THERE ARE CONSEQUENCES! WE ARE SACRED TO GOD!",2
@ChrisJZullo @Bipartisanism you have to obey the asterisk (  except *),2
@YouGiveMeFever7  is the arrogance of ignorance soaked in,2
The LAW should apply to those who enFORCE it.,2
Black Lives Matter= Communist Coward Gay Anarchist Deceivers.  (VIDEO) http://t.co/ZDJvTXcDLE http://t.co/pNRqVVLki5,0
Republicans support the police. Democrats support police killers. Simple choice.   https://t.co/f46nTLqNAZ,1
"Well, this clearly isn't a dog, but the message and the photo are beautiful.   http://t.co/P8Xd9ao5rA",2
RT @_welcometomilan: Let's respect his family wishes   http://t.co/pEzsy7Q9S0,2
because  and understand that  is the epitome of oppression and racism https://t.co/korQExQPSA,2
RT @ActivistNewsNet: @LBSBaltimore An example of how protesters in  police themselves to keep things peaceful.  http:…,2
Take me back to @aclfestival!,2
"On the hypocrisy of environmentalism: ""The alternative to hypocrisy isn’t moral purity, but cynicism."" https://t.co/zQRGfOXcZM",2
Enough is enough. Children are sacred and to be protected.,2
A loyal girlfriend is a blessing 🙌💏🔒,2
The  response shows wild ignorance and a lack of empathy that fuels racism and inequality. It also shows they need help.,2
You can't abolish racism and violence with racism and violence.,2
"RT @PakistanAtheist: Atheists face extensive discrimination and the death penalty in Muslim countries, UN rights council told http://t ...",2
"RT @drumbeats4peace: Your weekend killed by cop carnage: 7 dead.

 

A consistently relentless  h…",2
Saying   negates the 400 years of suffering blacks have endured and negates the truth that BLACK LIVES DO MATTER -,2
"Best way to forbid our evil is by enjoining our good. Advocate, empower and embrace  we posses. https://t.co/7HtrX1JGE6",2
RT @Newsweek: New Yorkers will protest in solidarity with Baltimore to bring justice to  http://t.co/uqBkXFL34p http://t.co/1J9…,0
"16:90
Allah enjoins the doing of justice and good to others and the giving to kindred, and He forbids indecency and evil and rebellion",1
@thehimelfarb @techwildcatters love it!,2
"@CNN - If revenge were the answer, it would never end as those hurt today would then be justified to hurt others tomorrow.",0
RT @N_S_Dolkart: Christianity’s founding myth is based on the evil and hypocrisy of the Pharasees. You know who the Pharasees were?,2
"""We do not become people who slander or backbite those who show enmity to us""",2
@Che_Twittara I deplore ALL human rights abuses carried out against innocent and defenceless human beings across the world.,2
Justice for,2
Today on snapchat 🍒 (@ badgalcnote) https://t.co/uN7lXSE0Hi,2
"What does the prosecution needs to do to convict the ""Baltimore 6"" in the death of  http://t.co/7SOao64TKW",1
@queen_OAP love you!! 💖,2
"RT @IkeokwuChidozie: @dondekojo God bless you. We must not encourage one-sided story. 

The casualties were avoidable",2
.@AMCPorg encouraging members to contact  to sign letter urging  to rescind proposed   rule,2
Please support honest convos on social justice issues: http://t.co/ZUS890h3Ph,2
Good cops should not suffer from the actions of bad cops. Don't blame the protestors.,2
@pandora_radio What a disgraceful statement.  ! You are standing with a racist hate group.,2
https://t.co/Lkq0sQ1nCt,2
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbacV2   https://t.co/oEB9fP9j4U,2
"You can't hurt innocent people for the actions someone else made
    https://t.co/hd23Gx8S0G",2
"“Music is an agreeable harmony for the honor of God and the permissible delights of the soul.” 
― Johann Sebastian Bach",2
Police Misconduct and Brutality DONT Discriminate,0
"RT @skabdallahdrz: We need justice @ZariaMassacre   
@MBuhari",2
Why insult and throw shade at someone that's done nothing to you?,2
So the plot thickens...I do not condone killings and to me  but advocating violence has consequences https://t.co/FD7lbD6zQ2,2
"@Merreee1 @WayneDupreeShow Wanted Mosby for inciting violence, racial discrimination and abuse of power.",2
"61:7
No greater wrong than he who inventeth a lie against Allah when he is summoned unto Al-Islam? Allah guideth not wrongdoing pple",2
religion destroys,2
RESPECT the authority of the Police as they are trying to protect us ALL.   https://t.co/mWcHNy9mcJ,1
RT @P0TUS: Is there no place to condemn both police violence of the type inflicted on  and the citizen violence of,0
@thereaIbanksy /for certain  import. is the quality and dignity of all lives which cannot bloom without social parity,2
"no, took breaks ... never cheated https://t.co/WZICxEbehF",2
Liberals repent and turn to God and away from their ideology of coveting theft violence and murder,2
@seanhannity being his usual racist self tonight using anonymous person to blame  death on Freddie Gray.,2
"RT @cbsbaltimore: At 3 p.m. today, protesters promise biggest  protest yet http://t.co/rDdscDLLLo",0
"Loving your neighbor as yourself, forgiveness, peace and kindness can stop the hate and horror displayed before us.",2
a spirit of equality and faith as long as you're a not homosexual or immigrant!!!  💗💗  https://t.co/mNMnzL84zD,2
Our Nation is hurting and the senseless killings of human beings has to end    https://t.co/KB8GLTmRZp,2
Teach Children Respect Support Local Police  http://t.co/QT6ggYt2JU Via: http://t.co/esJ4MtvmYn,2
So impressed with the bravery of these comedians truly yall are my heroes @stn49tv  http://t.co/GwLbK0Nkmg,2
RT @UNICEF: Poorer children are most at risk from the effects of  which can cause respiratory diseases and harm them for life…,2
@jonashughes4 we would protest  Racism is racism. We can't be hypocrites | racial rhetoric is traitorous,2
"stfu 
 
 stfu 
 
 stfu
 
YOU DON'T GET TO PLAY THE VICTIM!",2
"Racism and police brutality is a grotesque, real issue. But unrest, rioting, and borderline civil war is not the answer.",0
Justice for all.  https://t.co/0rfohmDeyC,2
@MarocHorus the absurdity of calling  racist is nothing short of shameless and wanton stupidity.,2
"in Solidarity with  -  Day2
   http://t.co/5hdW63uT3P",2
Birmingham Solidarity Protest      https://t.co/woqvNXjXIG,2
"But those who reject Faith and belie Our Signs, they shall be companions of the Fire; they shall abide therein.

 2:39",2
Injustice for one is an injustice for all,2
Some celebs are still backing  but the internet feels a way about that https://t.co/FqrcYwKZTs via @nbcnews,2
This is how the sick and twisted justify murder.  even those of the unborn; inconvenience a poor excuse https://t.co/AqLBjLegLU,2
RT @cheetah_fierce_: this is never gonna not be funny http://t.co/JriRiRYuiz,2
Racist shooter made endless false charges of racism going back 15 years.,2
"Injustice and Cruelty shouldnt be tolerated in anywhere! 
      http://t.co/OZP6TU2pgy",2
When people as why hurt innocent people by NOT  I ask why discriminate against   and  folk?,2
"That respect is earned, not Burned...",2
"""@petenaotg: Today is Sanctity of Life Sunday. Please retweet if you believe  http://t.co/e3ebLDSjf3 """,2
"Those who protest injustice by visiting injustice on others do not understand justice, and are degrading their nominal cause.",0
"Harm none, do what ye will.       https://t.co/Fb4ZHJ8FWL",2
"Peace and Love, Love and Peace.",2
RT @deray: The officers being charged is not justice. It's a beginning. We have to see this all the way through.,1
The hatred and ignorance has to stop. BLACK LIVES MATTER,2
"Media4Math Quiz Library: Solving Proportions for c, Quiz 10, Level 2   http://t.co/BSbhdE2Km6",2
Philanthropy is in need of empowerment when it infringes the clear commands of Allaah SWT regarding seeking the integrity of  :),2
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbacV2   https://t.co/FHgktLPb6e,2
"if liar liar was translated into a slavic language would the scene where he yells ""SLLUUUTTT!!!!!"" be translated to ""KOOUURRVVVAAA!!!!!!"" ??",2
"Commitment to peace, healing and loving neighbors. Give us strength and patience.",2
EXPECTATIONS VS REALITY: TECHNOLOGY + SOCIAL MEDIA: https://t.co/srt8WAEDM6 via @YouTube,2
I don't think anyone knows how good this sandwich was http://t.co/fh2NULCij7,2
RT @sycobuny: Jesus Christ this photo   http://t.co/SuNFFJdLzi,2
"RT @NBA_Skits: WHAT DO YOU MEAN? 😂
https://t.co/2gAqm7iV1w",2
@TiaMowry Support the change for black rights and fight against social injustice   http://t.co/arImq5m73r,2
is getting far out of hand. Whatever happened to  ? Police aren't the issue.,2
RT @samswey: Police in Baltimore killed more unarmed people than 93 of the 100 largest US cities. None were white.  http://t.co…,2
I'd hate to defend,2
"Professional protesters, media whores, and political frauds - good night. Tomorrow is another chance at fame.",0
"RT @sickjew: ""Outside agitators?"" Martin Luther King wasn't from Birmingham. An injustice here is an injustice everywhere.",2
Riots are what happens when justice isn't served; the frustration of injustice is fanning the flames.,2
❤️🇺🇸 https://t.co/yaet8T92TF,2
We will only start respecting Zuma the day he starts respecting us as Citizens...stop insulting our intelligence Comrade!!,0
"to  - We are ALL His Children. Just as any parent, we are all loved equally for we are all... http://t.co/feMVPHaNBl",2
@ShkhRasheed pakistani king of the protest shaikh rasheed ahmad .,0
RT @JerseyStrong11: Lots of us are looking that way.... it is blatantly unfair and totally hypocritical. https://t.co/Gl2nD9x3zt,2
All human life is precious,2
RT @BaltoSpectator: God bless America!,2
@freedarko is a shining example of the left's capacity for hatred and inciting violence.  https://t.co/lYwndlQK4r,2
'the way to be really despicable is to be contemptuous of other people’s pain.' - james baldwin,2
but the terrorist group  DOES NOT MATTER.,2
Abortion on demand and doctor-aided death have contributed to a culture that devalues human life. http://t.co/noxgdaNA4p,2
"None of them can seem to separate legal immigrants from illegal immigrants, is it ignorance or stupidity,  com… https://t.co/fueG13b8S9",2
@wef . just because it harm more than it heal,2
"@realDonaldTrump is the realist person of us all.Biggest Patriot of us all,FlagdayBirthday.nuff said",2
"""@AliveGPN: Abortion is a human issue. Equality demands that every life is protected.    http://t.co/XM8HxMsw8v""",2
Justice for Tania    http://t.co/0NpAXnhzxZ,2
Amen @zacefron we all need to think that way    help spread the word  https://t.co/JEQWFoqxg9,2
Just locked my key in my rental car but it's okay because there are hella cool breezes happening out here,2
My leg hurts so bad 😣😭,2
"Just obey the rules and authorities. If he would've complied with ""get on the ground"". At worst, he's in jail. Bottom line.",1
RT @AVAETC: Do you know about  Stay awake.,2
"Understanding will come , it is a gift from God for hearts that seek him and are striving for purity 

 @LouisFarrakhan",2
Man's inhumanity to man causes millions to suffer.,2
Pray for ya boy as I prepare to preach the eulogy of  God may bring peace to the family and heal the city,2
"""Your peace is sincerely needed as I work for justice on behalf of  - State's Attorney",2
i feel like i'm becoming the type of person that hurt me.,2
RT @ms_mjolnir: Body horror galore and oh yeah women are vile creatures *yawn*.,2
https://t.co/BWElNu26nh,2
The insidious violence of  http://t.co/O1Ps9Du448,2
"Police aren't our enemy, Hatred and Violence are.",1
RT @janlovesword: Scripture says Christ has made His people kings and priests for God but many still live like slaves of culture and worldl…,2
"RT @UnLuckyLuciano0: *uses Bee filter* ""Finally I can just Bee myself"" @MeowATTHEW clownin bro lmao",2
RT @IJM: Every act of kindness helps. On  give the gift of RESCUE: http://t.co/D5ibiaNU2k.  http://t.co/NErNgUW6re,2
To answer brutality with brutality is to admit one's moral and intellectual bankruptcy and it can only start a vicious cycle.,2
Officially suffering from compassion fatigue. 😔,2
"Build a President, a Mandela legacy project, is proud supporter of @lead_sa vigil @ChangeAgentSA @taraturk1 @gavdavis http://t.co/Wv7X2kW1Q5",2
@mrjamesob peoples mores are different James thy guy doesnt care leave it!!!,2
"12: O Allah, beautify me with covering of chastity and contentment, let me adhere to justice and fairness http://t.co/0aOwOBN6fM",2
RT @GeeSpiff: My Mets are a problem this year!!! I told you niggas! 10 in a row.,2
"I cannot intentionally hurt anything that lives, much less fellow-human beings, even though they may do the greatest wrong to me and mine.",2
Damn RT @TheCreepeers: http://t.co/WPnuOTNZqS,2
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbacV2   https://t.co/S1d7o9eSge,2
Rioting and looting is not reasonable protest,0
@lambert_nick @DragonflyJonez     Think that's the holy trinity right there,2
The truth is more awful then originally thought. Negligence and Indifference coupled w/ cruelty killed   https://t.co/fSlWjBBN9X,2
@Pontifex  or  Oh holy one???,2
👮🏻👮🏿  https://t.co/tp9vcDG7pW,0
"don't understand that without changing so many peoples empathy toward Black lives,",2
Depraved heart murder is defined by enormous indifference to human life.,2
Respect and tolerate others.,2
"@_ajawilson22 it's a shame Skin color and beliefs fuel hatred Trevon,Ferguson,Baton Rouge,Houston,Orlando",2
RT @RE_invent_ED: For all the people standing for  I love and support you.,2
marching in Chinatown for justice for  in solidarity with  http://t.co/ZSsCHkzvjx,0
You cannot legislate kindness only consequences,1
Obey the law(officer)...... Don't get tazed!,1
"RT @PrevGenocide:   ""Genocide is a denial of the right of existence of entire human groups"" 1st  affirms Genocide is a C…",2
"Reality Check: We’re at War Against Incarnate Evil - 

Protest ABQ http://t.co/nvSjq2sBN5",2
Respect  http://t.co/Ds6LI8vDpK,2
"State Attorney Mosby: ""Your peace is sincerely needed as I work to deliver justice on behalf of this young man""",2
"RT @ajplus: Here are the charges filed against six officers in  death, ruled homicide. Warrants issued  http://t.co…",2
not just one race...... Disgusted that hate and racism is promoted.,2
I'm sorry but racism works both ways.  @deray,2
Retaliatory acts of injustice do not balance the karmic scales; they merely exacerbate rates of new violence.,2
@DevCNYC @sankofadotorg thank for the solidarity w/ Bmore.,0
The supplement HMB increases protein synthesis and decreases protein breakdown ➡ https://t.co/CvoXR3Ffwc https://t.co/4DosS2yd4K,2
"Justice is the birthright of every human being. 

Min @LouisFarrakhan

https://t.co/ngHm1X5BV5",2
"""We stand in solidarity with the oppressed who can't breathe"" Says sign frm Syrian village",2
"@sassy_gramma ok.., how do I say this? OBEY THE LAW - regardless of color!!!!",1
Racism is disgusting and morally repulsive. And it has no place in a civilized society.,2
"""Those who love peace must learn to organize as effectively as those who love war...""    http://t.co/IIsBxqQ9Ci",2
Birmingham Solidarity Protest PhotoCred: @highlyfe22    https://t.co/0wqno6vkoP,2
End violence by ending the rhetoric inciting violence,2
The Bearded Patriot BeardCast at http://t.co/K1USRcJvV3,2
"@mrjamesob Religious laws, the law of the land, if you do not respect them they are all open to ridicule and not stand up under scrutiny",1
@JimiDevine     deserve justice,2
"RT @NYjusticeleague: We pushed ourselves. Now help us push Congress. Tomorrow 5pm, Capitol West Lawn.   http://t.…",2
@ericbolling Factious reporting @CNN promoting racist ideology of groups like  who are defacing memorials.,2
"Lawyer  on  ""...and I hope heads roll""",2
Don’t try to cheat to get to the top of Google. It will cost you. | https://t.co/wLMXf868dW,2
Respect for and obedience to OUR laws required to prove one believes  and,1
A coward is incapable of exhibiting love it is the prerogative of the brave.,2
Standing in solidarity against injustice.    http://t.co/JYZaT68VxD,2
Prayer and Community Solidarity Service 🙏     https://t.co/DfzSPyAaCZ,2
"Comply with lawful police orders,don't resist arrest, don't assault police officers,don't commit felonies",2
"of all the friends, comrades and fellow warriors for compassion I've met because of @Twitter",2
"@frankhowell7911 
I love how you call him tramp. He deserves no respect",2
Acquisition of consciousness [of the living presence of God within one] does not require or mean temple-going. Our bodies r the real temples,2
@AmericanU Mmkay but that doesn't explain why you are giving men who ADMIT to rape a slap on the wrist and punishing the victim...,2
RT @kimdaceywbal:  funeral scheduled this morning at New Shiloh Baptist Church in north  @wbaltv11  http://t…,2
@steveroggenbuck what are your other preferred methods of garbanzo bean consumption besides slammin the banzos?,2
Disgusted by the senseless acts of gun violence tonight...,2
Justice for   https://t.co/fDit9aVHUJ,2
"what does not kill you may cripple you
  
  http://t.co/yftQXiUBdL",0
@vannah_luraya  Do people not realize that killing innocent cops is just as bad as killing innocent African Americans!,2
The bravest soldier is not willing to sacrifice his life because he hates his enemies; but rather because he... https://t.co/T47NvyPUJh,2
Setting limits with your toddler with a balance of kindness and firmness http://t.co/nKjJrWeB6c,2
Charity book sale in  is going great. Lots of charities with stalls and 1000's of books to choose from!,2
"Perfect nonviolence is the highest bravery. Nonviolent conduct is never demoralizing, cowardice always is.",2
It is unworthy of a  to claim  In  all lives are equally sacred and  |,2
Where does the time go?,2
"@ShepNewsTeam Stop the bias!1st you call out Gov Jindal for saying  Now u declare MTrump a plagiarist. Report, we'll decide",2
"Via @gregstier : ""We need Jesus in our schools as well as justice. Justice without Jesus isn't justice at all.""",2
"A policy that seeks to sacrifice vulnerable children in a search for a greater good, is not short of misguided evil. @FatherBob @blanketcrap",2
RT @JoeBudden: Be careful who's house u end up in Saturday.. It's a few niggas having fight parties that ain't paid their cable bill,2
"I'm not afraid to love again, but I'm just afraid of getting hurt for the same reason.",2
The truth will only hurt the racists and ignorant there's proof for all of this,2
"There is nothing honorable about troops engaging in genocide, ethnic cleansing or war rape murder is murder.",2
@ChrisChristie stop lying. If  spurs violence against cops  condones anti-black violence @FaceTheNation,2
"I know SRB likes to deny systemic oppression but must she use ""thug"" or racist dog-whistles in her press release?",2
"13 of Mark Thompson spun, but no caution",2
RT @jamesirving2: @steph93065 @CarmineZozzora @2ALAW @bfraser747 I want people who comitted voting fraud in prison. They almost stole our c…,2
two wrongs will never equal a RIGHT.  ever....,0
@pandora_radio Supporting RADICAL JUSTICE well I support  because  u lost a listener https://t.co/oudWmFQ3pN,2
yes let's commence the violent riots to protest violence,0
“One had better die fighting against injustice than to die like a dog or a rat in a trap”- Ida B. Wells-Barnett,0
RT @MuhdDarazo: Nothing justifies crimes like the oppression of Batoul Sa'ad,2
"RT @antoniodelotero: ""donald trump is the president you have to respect him"" 

me: https://t.co/2DPxC3H3IZ",2
I hope what I'm seeing on @FoxNews of cops being shot in  is not real!,2
Mourning carnage and lawlessness in  a city strongly supportive of  Bless them,2
@robfit    This is quite easy to stop. All they have to do is learn how to RESPECT AND OBEY the law.,2
https://t.co/zFVdoKEhkg,2
Research and Markets: Middle East Drilling Waste Management Market 2015-2019 - Service… http://t.co/H25hGqrfkX,2
"It ill becomes us to invoke in our prayers the blessings of God, if we turn will not practice compassion towards our fellows creatures.",2
"""we shouldn't be in a racial justice competition""",2
Christ's compassion towards all lives should cause us to value and affirm each life.,2
should protect law abiding working US citizens,2
"Fuck 

 https://t.co/648rPndweV",2
@Ogjian @matteaparker_ I am! Striving for equality and preaching the truth that is,2
"Let's practice Care, Compassion and Concern for all life.",2
Which side of history will you stand on? That of love and compassion or hate and ignorance?,2
Cant have stupid penalties like that,2
https://t.co/ySpkOwGUVO - God Bless this child. Deliver her from any pain or suffering and heal her.,2
I pray a change of heart and conviction for those planning to do harm w/out regard for others,2
this shit makes me hurt 😩😂💀 https://t.co/G878sIvTXW,2
"@island_Bonbon  show and prove it by standing with  against Cop brutality, Racism, injustice and Opression",2
I'm thankful for every brave American solider who faithfully gave everything for their country. God bless you all. https://t.co/qsU68PgWen,2
Great tough story re how God uses adoption of hurting kids from bad situations to change our hearts.  @buckner_intl  https://t.co/Y9tYaK92VE,2
"""I realize that on the sea of life, I can't control the weather, but I can adjust my sails.""  unknown",2
The Necessity Of Empathy To Break The Cycle Of Fear-Driven Violence https://t.co/KG7iscRMeG,2
Appreciate those who love you.  Serve those who need you.  Forgive those who hurt you.  Thank those who help you.,2
https://t.co/zBiyU6NZyB,2
"RT @FoxNews: Gov. @LarryHogan; ""Acts of violence and destruction of property cannot and will not be tolerated.""  http://t.co…",0
"RT @freedomgirl2011: 'Why is Israel training US police force?"" http://t.co/JxtHunFu01",2
"Thy sin is forgiven thee, go and sin no more. https://t.co/7bhE2pFxe4",2
RT @ThatsRacistAF2: justice for  https://t.co/UzxueP8tzj,2
"If you don't respect Bruce, I don't respect you.",1
"Misunderstanding arising from ignorance breeds fear, and fear remains the greatest enemy of peace.",0
"Love, true love is that.",2
"Bitter white male, redneck terrorism instigated by bitter orange President's 
 hateful rhetoric. Trump is as guilty… https://t.co/LTQkjKdlgc",0
Destroying your own homeland is not the way. Praying for peace tonight in   https://t.co/4oeIr5GMaI,2
"RT @_hannahballard: ""Admission of white privilege is not shameful or acceptance of blame.  It’s a matter of acknowledging the proble..."" ht…",2
RT @simileoluwa_89: @MrAyeDee lovely Avi....bro be chilling....cool eye brow.....enjoy yur drink.....,2
+1“@DavidAnsara: no such thing as a benevolent dictator. Development requires fair institutions and upholding of rights of citizens.,2
@Free_Media_Hub  pouring profound shame on humanity b'cos of greed! Moral atrocity against,2
@tomiaal lmao irk she's always acting stupid,2
@ERYCACANE Just like you saw the 2 cops??  OBEY the law! Done!,2
"If You Don’t Want Your Kids to Be ‘Assaulted’ by the Cops, Teach Them to Respect Authority  no",1
"@jacquelineehart lmao : yea. , disrespectful bitches",2
"Proverbs 31:30 says,“Favor is deceitful and beauty is fleeting but a woman who fears the Lord shall be praised.”... https://t.co/sca1o4QwCf",2
RT @ZaidZamanHamid: This logic is shameless and absurd that we should watch the state go down because of a corrupt dysfunctional system and arm…,2
"Of course  , but how does that statement do anything to stop systemic racism that minorities suffer under",2
"A mistrial in Baltimore must not equal a missed chance for justice

https://t.co/N2q7c8S3Hj

  https://t.co/muaJWyE81I",2
RT @Ra_wife: R.I.P  May God bring strength to your family and friends.. I Pray some Justice is done  what happen?,2
The pompous self-righteous elite love their own sarcasm and arrogance https://t.co/OeADKVW5zH,2
literally out loud refused to obey orders. Will whites say he should've been killed?   ?!,0
"@AHSFX is the reason for my attachment to ghosts , serial killers and psychopaths .",2
"How is de Blasio's encouragement of peaceful protest to blame for the hatred of another, murderous, human being?",1
White privilege ➕racism ➖information ✖️hypocrisy =,2
Your audience needs to believe:  That you have empathy for their issue. https://t.co/O5FZRu3V7f,2
Justice Peace and Revolutionary Love. We keep fighting for justice for all.,2
Saying  is ignoring the problem and  implies that racism doesn't exist. Racism exists.,2
"RT @FoxNews: .@OReillyFactor: @JerryBrownGov, @NYGovCuomo, @GovofCO...say they will not obey immigration law. That...is a violation of thei…",0
RT @JHay97: Absolute morons protesting in baltimore... destroying local businesses that did absolutely nothing to deserve it..,0
How dare people simultaneously demand civility of those whom they deny humanity.... Thinking of you all,2
Some people really show their true colors on twiiter - such ignorant racist comments are uncalled for -,2
i guess i can't always win,2
Black Lives Matter bully @HillaryClinton  Criminal Justice  http://t.co/zk9dYFGCyo …,2
@newsneighbor God bless and PROTECT this special child.,2
New look 😜💇💎 http://t.co/Od7egp0hnN,2
"RT @no2bds: Canadian school bans Israelis because of 'settlements' 
This is blatant discrimination and 
https://t.co/yVhcMjdKJH",2
RT @LOLGOP: So this week conservatives said the Pope shouldn't follow his beliefs but government clerks should decide who God wants to get …,2
RT @Zwelinzima1: Chief Luthuli said a nation which don't know it's history and it's traditions is like a tree without roots http://t.co/t1V…,2
"I just can't cope with all the hatred, inequality, injustice and unfairness of this world.",2
show how little their lives matter 2  who obey the law and seek 2 break racial lines. https://t.co/d3hBpbRHg8,2
@RatchetGenius @CorruptxWorld We need equality tho!,2
"Mosby: quote:The facts speak for themselves;    http://t.co/pBlN8r123Z""",2
Stand in solidarity,2
"31:17
Establish worship and enjoin kindness and forbid iniquity, and persevere whatever may befall thee.",2
@rolandsmartin @cindymccain (2/2) who think destroying other innocent  ppls property is a rightful response to injustice,2
By showing empathy and feelings w/people u can ease the discomfort of others by bring light into the world,2
No one should fear being subjected to unnecessary force from those who swore to protect us.,1
Hate can't win. Gun violence and prejudice are killing America. Let  like,2
"https://t.co/hIUeNBlgE0

 ... Give a RANDOM ACT OF KINDNESS TODAY!!!",2
"Richard: ""Let us have justice in the pursuit of peace.""",0
Police Rethink Long Tradition of Using Force  http://t.co/sJ0eFsJbla,2
"RT @dril: committing unforgivable crimes against nautre in my laboratory ,trying to create the next genetically discombobulated meme animal",2
all love and strength to the,2
Praying for Love and Compassion ❤️   https://t.co/qyn4eRRS7u,2
"RT @TeenWitchTia: Buck Showalter, manager of the Baltimore Orioles on race.  http://t.co/15P46JM2V0",2
I didn't even know what was going on when I tweeted  but they really do.,2
Man can never be a woman's equal in the spirit of selfless sacrifice with which nature has endowed her.,2
@LascelIes @GranitZaka imagine ignorantly saying  when that is true but doing nothing to fix the injustices certain ppl face,2
@Marketrend please make it 106.00 and I'lll be all over it,2
RT @hipsterocracy: “Your lack of civility in response to homicidal racism by law enforcement is quite alarming.”,2
I will always say ALL LIVES MATTER! Respect the law. Respect the police. Respect yourself.,2
Peace and love to all     http://t.co/XlV1UkytOg,2
RT @AVAETC: Solidarity looks like this.   http://t.co/jXaqL5QAjd,2
Who's getting hurt the most by this?  http://t.co/9oUYM0isbI,0
Respect everyone. Selfless act of hate are cruel and unnecessary. We all walk this earth.,2
Why everyone needs to recognize and treat others as fellow human beings    http://t.co/ZAfcrIMUma,2
"""We don't need to judge or cast stones, we need to stand up and we need to pray."" @ocoeegt",2
RT @LatestAnonNews: Very powerful image. Not all protesters were rioters. Everyone could learn something from this kid.  htt…,2
Police: We failed to get  medical care - http://t.co/mIqKX6OvNj,2
BAM ENT HIP HOP NEWS (Video) Feds Launch Investigation of Baltimore Police for Death of  http://t.co/QWDU4LpjCT,2
Sad! 3 suicide bombers...28 dead...60+ injured...    https://t.co/Ajicpy1NS8,2
To HELL with RACIST US Hating  BlackHate GANG of THUGs!   http://t.co/jx70R5nY7F,2
An example of how the state normalizes violence and militarism against it's citizens.   http://t.co/9YJlutpqtL,0
-Ignore people who just want to hurt you.-     http://t.co/f0we46uNvm,2
This is what compassion looks like!   https://t.co/XfROfjEq1b,2
equitable justice is the only way to ensure security,2
RT @Sylchicop: @atypical_NT please accept my sincere sympathy for your loss. Hugs and prayers!,2
RT @cristinalaila1: 🇬🇧Muslims scream 'We F-ing hate you!' 'Muslims are taking over!' as Christians march by https://t.co/0955q6wyYX https:/…,2
"Peaceful Protests Fight For Justice, Violent Riots Are Evil Acts That Harm Us All  You make me so sad !!",2
"RT @Timeforareset: 2/ glory with exceeding joy,To the only wise God our Saviour, be glory and majesty, dominion and power, both now and eve…",2
RT @ravikarkara: .@phumzileunwomen we need to focus at highest level of leadership to commit on gender equality @Empower_Women @Citi http:/…,1
"RT @NowWithAlex: Pres. Obama: ""I’m not a scientist, either. But you know what — I know a lot of really good scientists""",2
"especially in the FGC I wish all my brothers and sisters of any race, creed or religious belief is safe no matter what.",2
.@duckie624 will do - in the spirit of reciprocity and compassion,2
War is never the right answer   https://t.co/gbugXWbG7K,2
@lololicious97 those vindictive freaking writers man,2
"""Returning violence for violence multiplies violence, adding deeper darkness to a night already devoid of stars."" -MLK Jr.",2
winter barely even started and i'm already 3 shades lighter than i was in the summer😪,2
Great word on abortion and our duty as believers to protect and fight for all lives.  https://t.co/lalpCLXjok,2
@BRPD Stay strong. We love and support you. God bless.,2
"Justice is INDIVISIBLE.        
https://t.co/htmeC9OLw5",2
God bless our honorable men in Uniform,1
RT @legalspeaks: Why Independent MD and Fed Investigation Must Occur for   http://t.co/vsAnF1RzQS,2
May mankind learn to actually be kind men to all of mankind in my lifetime! Amen. 🙏,2
Sending Unbaptized  to Place Distant From God Causes Revulsion RT https://t.co/8zqQSbacV2   https://t.co/S68RJrurNc,2
